first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address,city,first_initial
Rosemarie,Drubin,2017-12-05,2017,F,85691,miroslaw00@googlemail.com,00315 48897,Violetta-Rose-Ring 31,Senftenberg,R
Dorle,Benthin,1971-10-19,1971,F,62992,bonbachmike@googlemail.com,0827084486,Wohlgemutgasse 4/9,Rochlitz,D
Karl-josef,Söding,1931-08-18,1931,M,61527,juettnersalih@gmx.de,01991612343,Lieschen-Sauer-Platz 757,Osterode am Harz,K
Hansgeorg,Gieß,1940-12-22,1940,M,66782,bachmannroland@gmail.com,09639 83803,Annette-Sorgatz-Straße 534,Kemnath,H
Joanna,Weinhold-köster,2024-09-22,2024,F,12196,huelya72@hotmail.de,0002382042,Tatiana-Lachmann-Allee 1,Neubrandenburg,J
Ruthild,Lange,1973-09-15,1973,F,89645,rose-marie60@hotmail.de,+49(0)4300 48204,Kathy-Bolnbach-Straße 5,Borken,R
Janin,Birnbaum,2010-07-17,2010,F,31599,friedlpatberg@gmail.com,+49(0)1194 848686,Lidwina-Stolze-Straße 426,Soltau,J
Genoveva,Bolander,2024-01-20,2024,F,55928,harlofffranka@web.de,07238 14213,Striebitzring 612,Peine,G
Elli,Trüb,2002-01-05,2002,F,70398,zirmemina@aol.de,0045255662,Warmerstraße 8/2,Osterode am Harz,E
Doris,Hellwig,1946-08-08,1946,F,58925,franz-peterditschlerin@gmail.com,03273 00651,Stolzeweg 633,Regensburg,D
Reinald,Rohleder,1998-12-29,1998,M,89099,kaethidowerg@googlemail.com,+49(0) 183397241,Elisabet-Karge-Allee 2,Aurich,R
Esther,Geisler,1937-03-19,1937,F,83597,zimmerjo@aol.de,+49 (0) 3951 882637,Hans-H.-Ritter-Straße 184,Tübingen,E
Meinhard,Weinhage,2007-11-10,2007,M,28328,leonardoladeck@web.de,01319 23024,Kathy-Henschel-Platz 2,Tecklenburg,M
Reimar,Ortmann,1962-04-25,1962,M,81512,hessabdullah@gmail.com,+49(0)6412427900,Killerstraße 90,Borken,R
Marlen,Wiek-speer,1945-09-05,1945,F,53453,franz-peter09@aol.de,+49(0) 347201742,Karzstr. 3/3,Eisenach,M
Christl,Hering,1958-11-30,1958,F,63875,ykoch@hotmail.de,+49(0)8601 012362,Jesselweg 9,Erfurt,C
Luzia,Bruder,1912-02-05,1912,F,99862,nneureuther@yahoo.de,0355123170,Claas-Gnatz-Platz 24,Wittmund,L
Iwona,Gunpf-schmidt,2004-10-13,2004,F,51689,rnette@web.de,+49(0)0884 88248,Mentzelplatz 498,Schmölln,I
Trude,Gotthard,1959-04-07,1959,F,41099,geertbohlander@gmx.de,(09855) 08065,Heidrichallee 168,Gifhorn,T
Siegmund,Ziegert,1920-05-14,1920,M,82068,marzenastiebitz@hotmail.de,05681 865528,Beierstr. 345,Aschaffenburg,S
Ilija,Dussen Van,1913-02-07,1913,M,66313,louisruppersberger@aol.de,06714488629,Sofia-Baum-Ring 35,Pegnitz,I
Axel,Schinke,1925-05-12,1925,M,07512,idahoevel@gmx.de,00317 49710,Schusterallee 1,Bernburg,A
Mira,Harloff,1969-09-10,1969,F,83728,whamann@web.de,04872 63032,Drubplatz 403,Duderstadt,M
Lisa,Ruppersberger Beng,1915-11-14,1915,F,89952,xmangold@googlemail.com,+49(0)3486 760365,Lili-Fliegner-Ring 2,Pegnitz,L
Jan-peter,Sölzer,1993-12-04,1993,M,49031,brudermartha@yahoo.de,05581 160101,Aumanngasse 9,Freising,J
Charles,Beyer,1911-09-02,1911,M,92171,adrianadrubin@googlemail.com,+49 (0) 9227 307027,Kristine-Wernecke-Weg 227,Meißen,C
Margit,Jüttner,1934-12-25,1934,F,81856,paola50@hotmail.de,+49(0)8206 10868,Rohlederring 3,Höxter,M
Bernfried,Kaul,1936-02-29,1936,M,13055,obolnbach@aol.de,+49(0)3273 59369,Hans-Josef-Hofmann-Gasse 3/6,Rothenburg ob der Tauber,B
Gero,Mohaupt-wilms,1992-12-26,1992,M,11954,maustermuehle@aol.de,01872153459,Dörrweg 448,Aue,G
Ismail,Barth,2011-03-01,2011,M,41075,cemil84@gmail.com,+49(0) 541387639,Sigfried-Fechner-Gasse 069,Klötze,I
Jens-uwe,Kroker,2021-08-14,2021,M,90026,gkostolzin@gmail.com,00100 66092,Jose-Rohleder-Gasse 7,Wetzlar,J
Anna,Briemer-weinhage,1945-07-06,1945,F,24053,margithornig@web.de,+49(0)6526 77868,Burkard-Gnatz-Weg 04,Gotha,A
Hatice,Beckmann,2003-12-15,2003,F,28256,sorgatzheini@yahoo.de,02242420998,Xaver-Wirth-Straße 6/8,Neubrandenburg,H
Renata,Geisel,1915-09-15,1915,F,57652,ywiek@yahoo.de,06684 31962,Gießplatz 6,Heiligenstadt,R
Eric,Kensy,2015-12-01,2015,M,93818,hellmuth11@hotmail.de,+49(0)0064 397794,Hentschelstr. 307,Lüneburg,E
Brigitta,Stahr,1933-02-23,1933,F,08833,hstriebitz@gmx.de,+49 (0) 5930 999303,Tschentscherplatz 9,Hammelburg,B
Larissa,Mangold,1937-09-02,1937,F,98219,bernfriedhering@yahoo.de,(02522) 649337,Ortmannring 96,Reutlingen,L
Apollonia,Berger,1958-01-15,1958,F,18025,ewaehner@gmail.com,+49(0) 162359299,Sagerallee 6,Lübz,A
Holm,Heidrich,1925-06-24,1925,M,04114,meral29@hotmail.de,(02404) 087906,Erol-Rogner-Platz 7,Gardelegen,H
Ursula,Seip-trapp,1982-12-20,1982,F,67424,doerschnerursel@aol.de,+49(0) 450645853,Keudelring 1/3,Dachau,U
Karl-werner,Bonbach,1984-11-20,1984,M,56770,ofreudenberger@googlemail.com,02196 40118,Slawomir-Flantz-Ring 697,Seelow,K
Matthäus,Nohlmans,1942-04-18,1942,M,50298,heinzmareile@yahoo.de,0413124518,Mudeweg 6,Goslar,M
Mara,Gutknecht,1983-03-11,1983,F,42510,iwan91@web.de,(09095) 792556,Försterplatz 373,Sömmerda,M
Wigbert,Kreusel-gehringer,2000-08-10,2000,M,75640,lothar92@web.de,+49(0)1155 24975,Hendriksring 32,Lübz,W
Leander,Gröttner-dörschner,1947-12-16,1947,M,44535,zenonrudolph@gmx.de,00870967158,Höfigstraße 6/8,Kelheim,L
Ulrike,Pergande,1978-07-20,1978,F,01334,kargesara@yahoo.de,04932 35894,Hanno-Harloff-Allee 82,Wunsiedel,U
Hedwig,Lange,1914-12-07,1914,F,68451,heincarin@gmx.de,09977 436627,Hettnerweg 06,Ebermannstadt,H
Hans,Josef Klapp,2010-04-26,2010,M,17167,stolzehanne-lore@web.de,01247 312900,Gunpfallee 6,Grevesmühlen,H
Ibrahim,Haase,1995-05-04,1995,M,23022,xhahn@hotmail.de,+49 (0) 5497 187337,Möchlichenallee 85,Lörrach,I
Jovan,Nerger,2018-07-28,2018,M,32040,khuebel@hotmail.de,04585 46318,Margrafallee 54,Starnberg,J
Jann,Geißler,1972-03-18,1972,M,58684,jovansoeding@web.de,05603 530883,Maurizio-Stroh-Weg 05,Erding,J
Bernward,Säuberlich Beng,1924-08-31,1924,M,79130,vanessaconradi@aol.de,+49(0) 454370784,Marcel-Barkholz-Platz 489,Großenhain,B
Marietta,Säuberlich,1945-12-26,1945,F,58225,majabender@gmail.com,+49(0) 715012321,Lukas-Bärer-Gasse 5,Sonneberg,M
Helena,Patberg,1919-03-08,1919,F,80370,wesackhueseyin@yahoo.de,+49 (0) 2984 941911,Schmidtring 0,Neustadt am Rübenberge,H
Detlef,Jäkel-mohaupt,1971-02-02,1971,M,14196,ruppersbergertheodor@aol.de,05252 031145,Seifertstraße 026,Kemnath,D
Sibylla,Wulff,1926-01-11,1926,F,21083,isabel36@aol.de,08407 856861,Sybilla-Renner-Platz 6,Mainburg,S
Engin,Heinrich,1984-02-13,1984,M,42377,waehnerilija@gmail.com,+49(0)6449 97763,Susi-Zänker-Straße 42,Bautzen,E
Lina,Sorgatz,1950-07-23,1950,F,25894,annedore71@gmail.com,01047 703218,Simone-Grein Groth-Platz 3,Griesbach Rottal,L
Malte,Nohlmans,1950-06-19,1950,M,73615,gertikrebs@googlemail.com,04213 00392,Fechnerweg 367,Miltenberg,M
Amelie,Barth,1943-07-13,1943,F,72317,hans-dhande@web.de,07823 700347,Curt-Striebitz-Straße 9,Rothenburg ob der Tauber,A
Marianne,Mude,1954-08-06,1954,F,99666,stanislaw63@aol.de,(01600) 18269,Tim-Nohlmans-Ring 519,Oranienburg,M
Jose,Römer,2022-03-17,2022,M,32977,monatrueb@hotmail.de,08544 60348,Frauke-Meister-Platz 4,Biedenkopf,J
Karl-josef,Stoll,1934-11-10,1934,M,04240,sarah79@googlemail.com,09351 24515,Hans Georg-Dobes-Weg 7,Kusel,K
Bettina,Klotz,1911-01-25,1911,F,44947,emangold@hotmail.de,0719247519,Möchlichenweg 441,Husum,B
Domenico,Rudolph,1934-11-07,1934,M,47421,vitali03@hotmail.de,+49(0)8309669388,Liebeltstr. 0,Säckingen,D
Hans-rudolf,Börner,1993-03-29,1993,M,77956,ggrein-groth@web.de,(06360) 26835,Schmidtstr. 540,Hünfeld,H
Minna,Barkholz-fritsch,1928-10-01,1928,F,80776,uherrmann@hotmail.de,+49 (0) 5285 794044,Detlef-Pechel-Weg 3/2,Herford,M
Agnieszka,Geisel,1924-04-08,1924,F,60417,akoester@web.de,06460 534419,Anette-Finke-Weg 1,Nauen,A
Editha,Rörricht,1966-01-20,1966,F,89209,birthe24@aol.de,08709650781,Misicherstraße 79,Eisleben,E
Vinko,Linke,1922-05-05,1922,M,63989,xsuessebier@yahoo.de,+49 (0) 7905 584062,Miesgasse 94,Hammelburg,V
Eckhard,Scheibe,1960-06-16,1960,M,00019,mudestefan@gmx.de,+49(0)9662 84197,Ibrahim-Wagner-Platz 4,Dinslaken,E
Giuseppina,Seifert,1917-09-30,1917,F,39225,geiselanni@aol.de,05253 00178,Rose-Roht-Ring 4/8,Heiligenstadt,G
Clemens,Jacob,1925-08-09,1925,M,94167,nerminmuelichen@web.de,+49(0)9950 339666,Klaudia-Linke-Gasse 9,Höxter,C
Irmengard,Juncken,1977-08-31,1977,F,95066,nicolaus53@yahoo.de,+49(0)9581 502968,Balthasar-Hettner-Allee 079,Eisleben,I
Elzbieta,Weimer-rosemann,2022-02-07,2022,F,46030,vittorioraedel@gmail.com,+49(0)3637 73592,Dieter-Gute-Straße 260,Tecklenburg,E
Gülsen,Hethur,1918-04-11,1918,F,96874,nweller@googlemail.com,(08344) 89317,Ilja-Mosemann-Gasse 159,Uelzen,G
Marijan,Junk,2023-12-14,2023,M,42183,wscholtz@googlemail.com,+49 (0) 2304 673410,Henning-Schomber-Ring 2,Rehau,M
Magda,Rust,1963-06-24,1963,F,98305,schoenlandalois@googlemail.com,0039289425,Süßebierstr. 8,Naila,M
Alwin,Barkholz-junitz,1996-08-05,1996,M,45702,hethurgertraude@googlemail.com,0236026187,Buchholzgasse 50,Guben,A
Meinhard,Holsten,1998-10-24,1998,M,12122,kreinkarl-heinz@aol.de,09815 263322,Gehringerweg 32,Weißenfels,M
Delia,Mühle,2016-09-09,2016,F,21592,pniemeier@web.de,(03883) 632230,Gisela-Fechner-Platz 290,Wurzen,D
Anastasia,Stoll-hartung,1923-11-26,1923,F,94584,ilija87@googlemail.com,(07584) 80130,Hans-Michael-Etzler-Straße 61,Malchin,A
Eileen,Hornich,1998-08-06,1998,F,89940,pfranke@gmail.com,01566 582144,Dippelgasse 1,Olpe,E
Siegmar,Ullmann,2019-02-27,2019,M,89775,pthies@gmail.com,+49 (0) 1173 814787,Schollstr. 98,Pegnitz,S
Carl-heinz,Röhrdanz,1955-10-12,1955,M,13528,marlis03@aol.de,(08144) 214966,Faustgasse 2,Hechingen,C
Ioannis,Heser-hänel,2006-12-03,2006,M,67660,rognertherese@googlemail.com,+49 (0) 0532 057993,Margrafstr. 8,Witzenhausen,I
Eckhart,Putz,1965-01-18,1965,M,53698,dorotajuettner@web.de,+49(0)7894 934962,Speerallee 052,Tuttlingen,E
Heinz-peter,Zobel,1938-12-16,1938,M,69803,ymentzel@web.de,+49(0)5161040533,Schleichweg 776,Staffelstein,H
Elmar,Reinhardt,1917-06-24,1917,M,95944,heuserhenning@gmx.de,+49 (0) 2288 339376,Wolfram-Gunpf-Gasse 488,Merseburg,E
Mato,Dörschner Beng,1947-11-18,1947,M,30433,mkaester@hotmail.de,03495500760,Natali-Kensy-Ring 8/6,Sebnitz,M
Marika,Herrmann,2009-11-21,2009,F,33825,dorismoechlichen@gmail.com,0003451000,Pieperring 682,Donaueschingen,M
Burckhard,Dehmel,1916-01-26,1916,M,41692,dkostolzin@aol.de,+49(0) 800717602,Adlerstr. 4/4,Freital,B
Justine,Weinhage,1973-06-25,1973,F,04104,edelgard69@gmx.de,03030 419472,Horst-Peter-Bachmann-Ring 409,Husum,J
Mariola,Wieloch,1989-11-01,1989,F,34492,waltrautrogge@yahoo.de,06205 900038,Kühnertring 3,Grafenau,M
Grit,Löffler-noack,1950-01-05,1950,F,62476,gierschnerurs@googlemail.com,+49(0)5921 056895,Ehlertallee 9/2,Roding,G
Kirstin,Spieß,1986-12-07,1986,F,89529,gisbertgnatz@aol.de,01081640598,Wulfplatz 87,Fürstenwalde,K
Eveline,Steuer,1975-08-20,1975,F,86813,hoerlegotthold@googlemail.com,+49(0)5476 21442,Linkering 5,Düren,E
Hildegard,Ebert-klotz,1959-03-09,1959,F,95340,donatastoll@hotmail.de,0085093874,Fechnerplatz 8,Kitzingen,H
Sibylla,Biggen-rogge,1913-01-09,1913,F,96049,katy73@gmail.com,+49(0)5483 79486,Dippelplatz 786,Rostock,S
Zeljko,Weinhold,2012-11-23,2012,M,64202,zoestrovsky@web.de,+49(0)9919 897038,Drubinallee 1,Bruchsal,Z
Ingetraut,Wieloch-ditschlerin,1925-06-08,1925,F,88779,anni41@gmx.de,09196720252,Leonid-Lübs-Gasse 19,Hohenstein-Ernstthal,I
Till,Zahn,1992-03-07,1992,M,94969,herwig58@hotmail.de,(02214) 45002,Schottinring 4/1,Gräfenhainichen,T
Christiana,Pölitz,1999-01-31,1999,F,50760,hannyjacob@googlemail.com,(06794) 89314,Hiltrud-Hertrampf-Allee 225,Ebermannstadt,C
Hertha,Ehlert,2021-10-17,2021,F,62544,zring@aol.de,+49(0)9975 08011,Schusterstr. 155,Hannover,H
Eberhard,Carsten,1910-10-21,1910,M,71665,rbaerer@aol.de,+49(0) 668256054,Hildegunde-Blümel-Weg 3/7,Hechingen,E
Heinz-georg,Klemt,1997-05-07,1997,M,32588,cindyetzold@hotmail.de,+49(0)0481 08809,Daniele-Heintze-Platz 362,Heinsberg,H
Enver,Gutknecht,1981-12-19,1981,M,27526,zconradi@gmx.de,+49(0) 389402967,Oswald-Bohnbach-Ring 256,Plauen,E
Sylvia,Nerger,1940-07-23,1940,F,29829,ghenschel@yahoo.de,01873 68058,Urszula-Nerger-Platz 6,Ahaus,S
Zbigniew,Rudolph,2000-10-23,2000,M,05898,valentin95@web.de,+49(0)3472 513472,Sölzerstraße 74,Biedenkopf,Z
Nadja,Eberhardt,2019-10-19,2019,F,61844,ester33@web.de,+49(0)7861 824488,Ziegertallee 2,Greiz,N
Hanne-lore,Bohlander,1925-03-17,1925,F,08923,gerda47@googlemail.com,+49(0)7418 843799,Kostolzinplatz 28,Pirmasens,H
Manuela,Etzold,1936-12-27,1936,F,45692,karl-hermanngnatz@gmail.com,(00256) 56694,Silvester-Jähn-Weg 278,Anklam,M
Valeria,Rosemann,1978-04-28,1978,F,55404,arnulfhermighausen@aol.de,00795 873519,Monja-Bolander-Gasse 0,Eckernförde,V
Enrico,Hofmann,1943-04-02,1943,M,89370,gudulakaester@gmail.com,(09779) 76535,Sönke-Kallert-Straße 4/5,Scheinfeld,E
Jessica,Köster,1987-02-12,1987,F,87868,woestrovsky@web.de,(08943) 373968,Tlustekplatz 2/2,Biedenkopf,J
Klaus,Hering,1984-08-06,1984,M,39982,wilfried65@gmx.de,+49 (0) 4792 720872,Jäkelstraße 89,Göppingen,K
Brian,Heintze,1985-04-29,1985,M,66007,karinakoester@hotmail.de,+49 (0) 2009 288419,Viktor-Adolph-Gasse 2/5,Rothenburg ob der Tauber,B
Brigitte,Stolze,1982-12-05,1982,F,66184,nasernancy@gmx.de,+49(0)3350207463,Ekaterina-Röhrdanz-Allee 188,Eilenburg,B
Hassan,Linke,1933-04-04,1933,M,21742,sieringsusana@gmx.de,+49(0)0208 65698,Hanny-Reising-Straße 2,Dieburg,H
Carsten,Langern,1933-09-22,1933,M,38749,hans-walterpergande@aol.de,0508317821,Haeringring 31,Osterburg,C
Ella,Römer,1958-01-10,1958,F,04485,ysaeuberlich@aol.de,+49(0)3181586355,Nicole-Reuter-Weg 8/6,Dinslaken,E
Lilo,Atzler-segebahn,1983-06-28,1983,F,24251,juliana44@aol.de,(07318) 013073,Oderwaldplatz 8,Rastatt,L
Luis,Segebahn,1958-04-27,1958,M,29384,heinricherika@googlemail.com,(07844) 214906,van der Dussengasse 2/3,Lübben,L
Amelie,Linke,1937-09-27,1937,F,96616,pascale74@gmx.de,0983941995,Bergerstraße 5,Fulda,A
Sibel,Schleich,1941-06-11,1941,F,57019,yroskoth@web.de,02743 817856,Carola-Wende-Weg 717,Rostock,S
Evamaria,Gotthard,1973-06-07,1973,F,71613,ida81@googlemail.com,+49(0)4761 07149,Alexander-van der Dussen-Gasse 051,Bad Langensalza,E
Irmhild,Kade,2025-04-10,2025,F,38520,marybuchholz@hotmail.de,+49(0) 446050757,Mato-Karge-Weg 9,Mellrichstadt,I
Lina,Schacht,1927-02-06,1927,F,71211,sergiogierschner@yahoo.de,0297642048,Donald-Neuschäfer-Platz 598,Hünfeld,L
Susana,Naser,1949-08-24,1949,F,06690,ilja40@gmx.de,(09244) 12371,Trübstr. 3/7,Regen,S
Gretl,Hentschel,1945-09-08,1945,F,20105,anne-kathrinhamann@aol.de,+49(0) 222235154,Gerald-Hendriks-Allee 7/0,Fulda,G
Tobias,Beer,1940-11-01,1940,M,83231,cschmiedt@hotmail.de,(06874) 783623,Marleen-Weihmann-Straße 8,Merseburg,T
Clara,Schlosser,1977-07-21,1977,F,44844,jovan28@aol.de,07170 68772,Ottostraße 29,Fürstenfeldbruck,C
Dieter,Mangold,1996-10-17,1996,M,77232,wirthmaurice@gmx.de,+49(0)2052559976,Yilmaz-Christoph-Platz 716,Nürtingen,D
Karl-werner,Zobel-metz,1961-11-16,1961,M,84602,reisingleonid@gmx.de,+49(0)9285286435,Budiggasse 140,Biedenkopf,K
Caroline,Ruppert,2021-10-22,2021,F,96917,hans-erich50@web.de,(00963) 85345,Etzoldstraße 6,Koblenz,C
Rosi,Ackermann,1945-11-25,1945,F,56444,iwona55@googlemail.com,+49(0) 877654476,Camilla-Misicher-Ring 4/6,Zossen,R
Knud,Steuer,1994-07-08,1994,M,84025,larissa40@hotmail.de,02738633989,Döhnstr. 35,Rehau,K
Salvatore,Etzler-mülichen,2000-09-10,2000,M,81919,krausehueseyin@googlemail.com,(01051) 48139,Beckmannring 65,Euskirchen,S
Priska,Eimer,1976-05-24,1976,F,38605,theres13@gmx.de,(01599) 175778,Eimerweg 38,Viechtach,P
Michail,Bien,2018-03-20,2018,M,92067,vogtcengiz@hotmail.de,+49 (0) 3208 386454,Alexandros-Geisler-Gasse 53,Döbeln,M
Karl-hans,Staude,2006-07-28,2006,M,63389,sabinepaertzelt@hotmail.de,00135 607479,Sergei-Benthin-Weg 909,Duderstadt,K
Anja,Salz,2007-03-13,2007,F,60081,warmertilo@gmail.com,+49(0)3837 45368,Plathplatz 72,Moers,A
Urszula,Bauer,1990-08-06,1990,F,11684,hans-joergschleich@gmx.de,+49(0)5141 165182,Traudel-Juncken-Allee 0,Rathenow,U
Milica,Ebert-schinke,2022-10-19,2022,F,54870,qbenthin@aol.de,(03243) 34145,Schmidtkering 84,München,M
Ljudmila,Etzold-kobelt,2007-02-26,2007,F,42379,manuel60@yahoo.de,00762 376110,Stolzestr. 0/2,Scheinfeld,L
Anne-kathrin,Hübel,1988-10-10,1988,F,86821,dstadelmann@gmx.de,08788 696181,Junitzgasse 7/9,Geithain,A
David,Schenk,1997-09-20,1997,M,16205,dhering@yahoo.de,+49(0)0777 317689,Lilija-Renner-Platz 7/4,Bischofswerda,D
Ursel,Wesack,1945-11-29,1945,F,21824,jasmin42@gmx.de,(06618) 375804,Istvan-Klapp-Platz 632,Pfaffenhofen an der Ilm,U
Meike,Steuer,1926-08-01,1926,F,99776,ibonbach@googlemail.com,(01335) 129584,Heringweg 9,Stendal,M
Annaliese,Geißler,1919-05-30,1919,F,37044,binnerfadime@aol.de,+49 (0) 1545 846156,Dörrgasse 473,Plauen,A
Emilia,Johann,1965-12-21,1965,F,20860,yaseminharloff@googlemail.com,+49 (0) 2982 913720,Alfred-Thanel-Ring 0,Donaueschingen,E
Theo,Henk,1957-07-22,1957,M,02445,fbaum@aol.de,(07191) 540209,Miesplatz 435,Oschatz,T
Eveline,Grein Groth,1912-04-17,1912,F,29294,heserfred@googlemail.com,+49 (0) 8973 103427,Kai-Uwe-Faust-Gasse 5/8,Calw,E
Salih,Zahn,1910-10-03,1910,M,11390,zimmertheresia@yahoo.de,0610667944,Gunpfgasse 134,Jena,S
Arnulf,Zobel,1999-03-15,1999,M,81724,veronikadoerr@gmail.com,+49(0)1883 310725,Haaseweg 096,Melle,A
Anton,Etzold,1963-11-05,1963,M,88920,ladislaus02@googlemail.com,(09212) 56129,Sofie-Hein-Straße 0/9,Mainburg,A
Hermann-josef,Mülichen-löffler,1917-03-23,1917,M,05841,hans-albertkarge@gmail.com,06128 98806,Neureutherallee 1,Quedlinburg,H
Olena,Karge,1998-08-20,1998,F,97417,drago94@gmail.com,06779 13901,Reuterstr. 2/0,Scheinfeld,O
Roderich,Margraf-weimer,1988-08-31,1988,M,68280,hartmannwalfried@yahoo.de,+49(0)9797994994,Judith-Boucsein-Platz 9/9,Wittstock,R
Dorina,Löffler-gnatz,2014-02-28,2014,F,06887,segebahndiana@googlemail.com,05218 586131,Matthias-Röhricht-Ring 9/3,Marktheidenfeld,D
Lucie,Radisch-drub,1995-08-08,1995,F,08118,rdussen-van@gmx.de,03335217972,Mudering 284,Bad Freienwalde,L
Nikolai,Franke,1970-12-21,1970,M,03499,binnersiegmar@googlemail.com,+49(0)4520 16960,Ralph-Kohl-Weg 0/1,Merseburg,N
Hedi,Sorgatz-bien,2010-12-10,2010,F,32459,wsorgatz@gmx.de,05151 99942,Heide-Marie-Scheibe-Gasse 3/8,Soltau,H
Götz,Weitzel,1983-10-11,1983,M,23863,hoerlekatherina@gmail.com,+49(0)9315 22629,Christian-Heß-Straße 3,Hoyerswerda,G
Ronny,Hering,1928-05-15,1928,M,47601,holgermende@gmail.com,(00791) 747571,Krzysztof-Hiller-Straße 6,Neubrandenburg,R
Gitte,Jopich,1981-05-01,1981,F,51262,frankerainer@hotmail.de,0756878973,Cristina-Austermühle-Straße 134,Höxter,G
Amir,Beckmann,2010-08-01,2010,M,64053,richard36@gmail.com,0372275683,Kohlplatz 9/0,Bogen,A
Giuseppe,Harloff,2014-11-14,2014,M,86170,hans-eberhardschmidt@web.de,+49(0) 262984908,Sophie-Eberth-Straße 013,Staffelstein,G
Hellmuth,Weihmann,1939-02-23,1939,M,88122,zplath@aol.de,+49(0)0970646632,Ruststr. 21,Emmendingen,H
Elisabeth,Weiß,1930-04-21,1930,F,16245,jhentschel@googlemail.com,+49(0)9021 12906,Gumprichring 5,Zerbst,E
Margrit,Schaaf,1927-09-10,1927,F,31971,udo98@gmail.com,(00386) 59597,Junkenweg 012,Marienberg,M
Rita,Naser,1935-06-30,1935,F,67005,jockelrabea@hotmail.de,(09504) 06117,Loretta-Eckbauer-Ring 9,Illertissen,R
Katarzyna,Ehlert-sauer,1930-02-23,1930,F,45765,philippdobes@gmail.com,+49(0) 612847263,Emine-Koch-Weg 2,Perleberg,K
Susanne,Gorlitz-sorgatz,1976-02-12,1976,F,20513,sibyllakade@hotmail.de,+49 (0) 5753 374179,Alexej-Ebert-Gasse 74,Hainichen,S
Gislinde,Benthin,1986-03-05,1986,F,03883,zchristoph@gmx.de,0254528005,Ackermannweg 4,Augsburg,G
Ladislaus,Staude,1930-09-04,1930,M,07644,hahnhilda@gmx.de,05132675481,Eimergasse 017,Erfurt,L
Edeltrud,Höfig,1959-05-14,1959,F,37245,antonios11@web.de,00340 77230,Katerina-Steuer-Platz 57,Gießen,E
Resi,Schmidtke,1959-06-18,1959,F,62155,reinhild32@gmail.com,+49(0)3413491844,Gierschnerring 2,Nauen,R
Alfredo,Mülichen,1950-07-04,1950,M,91966,cfliegner@hotmail.de,(07878) 95636,Goran-Blümel-Gasse 0,Bad Liebenwerda,A
Hedwig,Sorgatz Beng,1923-07-24,1923,F,27075,ufritsch@gmx.de,+49(0)5213 12939,Holstenplatz 0/0,Ebermannstadt,H
Jasmin,Oestrovsky,1957-01-26,1957,F,78364,fatma47@yahoo.de,02846 68842,Jane-Liebelt-Gasse 18,Saulgau,J
Songül,Schäfer,1949-07-16,1949,F,62977,jovan72@web.de,+49 (0) 2257 772519,Fritschstr. 681,Perleberg,S
Silvester,Faust,1945-11-09,1945,M,25940,heidiseifert@web.de,+49(0)7672213396,Mentzelgasse 268,Nabburg,S
Gerhard,Fritsch,2022-03-12,2022,M,18477,jacobfrederike@hotmail.de,+49(0)8967 38914,Tobias-Zirme-Straße 6/4,Melle,G
Hans-dietrich,Scholz,1942-08-05,1942,M,42197,nurettingierschner@web.de,+49 (0) 4607 104720,Fauststraße 9,Kulmbach,H
Kata,Roskoth,1937-09-30,1937,F,84881,wiltrudjacob@gmail.com,03896 18017,Zobelgasse 72,Finsterwalde,K
Katerina,Roht-vogt,1984-09-04,1984,F,62879,ernstfelicitas@gmail.com,+49(0)8704 911013,Janos-Hübel-Straße 21,Wanzleben,K
Gerhild,Kusch Beng,2012-05-20,2012,F,71098,schweitzerkaethi@gmail.com,+49 (0) 1426 926532,Tintzmannstraße 565,Lübz,G
Ljudmila,Heidrich,1954-02-12,1954,F,97251,otfriedhendriks@web.de,09556 360563,Rosenowgasse 61,Wolfach,L
Kreszenz,Stiffel,1940-09-09,1940,F,59300,stolldajana@web.de,00399 895513,Löwergasse 156,Beeskow,K
Marika,Jockel,1983-07-04,1983,F,15943,tschulz@gmx.de,09630694066,Elias-Hentschel-Gasse 8,Sankt Goar,M
Tania,Kuhl,2020-01-12,2020,F,14699,deliastaude@yahoo.de,(03535) 137067,Ernst-August-Jüttner-Straße 34,Augsburg,T
Gitta,Hettner,1954-02-18,1954,F,57389,conradsteinberg@gmx.de,+49(0) 069581775,Heßring 7/1,Klötze,G
Ortrud,Junitz,1998-05-19,1998,F,02713,kurt10@gmx.de,+49(0)7092 99276,Schombergasse 45,Gunzenhausen,O
Maike,Wilms,2023-10-04,2023,F,88493,pladeck@yahoo.de,+49(0) 743730752,Paul-Heinz-Beier-Weg 834,Neubrandenburg,M
Harald,Krebs Beng,1968-03-28,1968,M,50425,jeberhardt@yahoo.de,02899 72550,Dietzallee 255,Viechtach,H
Kerstin,Lindau-kabus,1980-03-27,1980,F,34441,ugierschner@web.de,05645 728897,Almuth-Vogt-Platz 8/7,Belzig,K
Enno,Pieper,1968-10-30,1968,M,15711,thorbenlange@gmx.de,02164 44962,Vogtweg 668,Witzenhausen,E
Konstantinos,Weimer,1921-02-08,1921,M,10020,solveig63@googlemail.com,(05218) 440804,Josip-Adler-Gasse 0,Mühlhausen,K
Nina,Holsten,1918-03-22,1918,F,86712,krebshenrike@gmail.com,+49(0)4189 519299,Fechnergasse 4/4,Miesbach,N
Gottfried,Seidel,1913-05-30,1913,M,24193,sophiawirth@gmx.de,+49(0)6200586170,Stadelmannstraße 3/8,Garmisch-Partenkirchen,G
