first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address,city,first_initial
Folkert,Trüb,2002-01-05,2002,M,70398,zirmemina@aol.de,0045255662,Warmerstraße 8/2,Osterode am Harz,F
Doris,Hellwig,1946-08-08,1946,F,58925,franz-peterditschlerin@gmail.com,03273 00651,Stolzeweg 633,Regensburg,D
Petra,Rohleder,1998-12-29,1998,F,89099,kaethidowerg@googlemail.com,+49(0) 183397241,Elisabet-Karge-Allee 2,Aurich,P
Friedbert,Geisler,1937-03-19,1937,M,83597,zimmerjo@aol.de,+49 (0) 3951 882637,Hans-H.-Ritter-Straße 184,Tübingen,F
Marica,Weinhage,2007-11-10,2007,F,28328,leonardoladeck@web.de,01319 23024,Kathy-Henschel-Platz 2,Tecklenburg,M
Reimar,Ortmann,1962-04-25,1962,M,85112,hessabdullah@gmail.com,+49(0)6412427900,Killerstraße 90,Borken,R
Mohammad,Wiek-speer,1945-09-05,1945,M,53453,franz-peter09@aol.de,+49(0) 347201742,Karzstr. 3/3,Eisenach,M
,Hreing,1958-11-30,1958,M,63875,ykoch@hotmail.de,+49(0)8601 012362,Jesselweg 9,Erfurt,D
Luzia,Bruder,1912-02-05,1912,F,99862,nneureuther@yahoo.de,,Claas-Gnatz-Platz 24,Wittmund,L
,Gunpf-schmidt,2004-10-13,2004,M,51689,rnette@web.de,+49(0)0884 88248,Mentzelplatz 498,Schmölln,I
Valentin,Gotthard,1959-04-07,1959,M,41099,geertbohlander@gmx.de,(09855) 08065,Heidrichallee 168,Gifhorn,V
Sibille,Ziegert,1920-05-14,1920,F,82068,marzenastiebitz@hotmail.de,05681 865528,Beierstr. 345,Aschaffenburg,S
Jane,Dussen Van,1913-02-07,1913,F,66313,louisruppersberger@aol.de,06714488629,Sofia-Baum-Ring 35,Pegnitz,J
Annie,Schinke,1925-05-12,1925,F,07512,idahoevel@gmx.de,00317 49710,Schusterallee 1,Bernburg,A
Mira,,1969-09-10,1969,F,83728,whamann@web.de,,Drubplatz 403,Duderstadt,M
Kurt,Ruppersberger Beng,1915-11-14,1915,M,89952,xmangold@googlemail.com,+49(0)3486 760365,Lili-Fliegner-Ring 2,Pegnitz,K
Joanna,Sölzer,1993-12-04,1993,F,49031,brudermartha@yahoo.de,,Aumanngasse 9,Freising,J
Charles,Beyer,1911-09-02,1911,M,92171,adrianadrubin@googlemail.com,+49 (0) 9227 307027,Kristine-Wernecke-Weg 227,Meißen,C
Margit,Jüttner,1934-12-25,1934,F,81856,paola50@hotmail.de,+49(0)8206 10868,Rohlederring 3,Höxter,M
Ayse,Kaul,1936-02-29,1936,,13055,obolnbach@aol.de,+49(0)3273 59369,Hans-Josef-Hfomann-Gasse 3/6,oRthenburg ob der Tauber,A
Gero,Mohaupt-wilms,1992-12-26,1992,M,,maustermuehle@aol.de,01872153459,Dörrweg 448,Aue,G
Ismail,Barth,2011-03-01,2011,M,41075,cemil84@gmail.com,+49(0) 541387639,,Klötze,I
Jens-uwe,Kroker,2021-08-14,2021,M,90026,gkostolzin@gmail.com,00100 66092,Jose-Rohleder-Gasse 7,Wetzlar,J
Andy,Briemer-weinhage,1945-07-06,1945,M,24053,margithornig@web.de,+49(0)6526 77868,Burkard-Gnatz-Weg 04,Gotha,A
Hatice,Beckmann,2003-12-15,2003,F,28256,sorgatzheini@yahoo.de,02242420998,,Neubrandenburg,H
Rocco,Geisel,1915-09-15,1915,M,57652,ywiek@yahoo.de,06684 31962,Gießplatz 6,Heiligenstadt,R
Edda,Kensy,2015-12-01,2015,F,39818,,+49(0)0064 397794,Hentschelstr. 307,Lnüeburg,E
Cetin,Stahr,1933-02-23,1933,,08833,,+49 (0) 5930 999303,Tschentscherplatz 9,Hammelburg,C
Larissa,Mangold,1937-09-02,1937,F,98219,bernfriedhering@yahoo.de,(02522) 649337,Ortmannring 96,,L
Apollonia,Berger,1958-01-15,1958,F,18025,ewaehner@gmail.com,,Sagerallee 6,Lübz,A
Holm,Heidrich,1925-06-24,1925,M,04114,meral29@hotmail.de,,Erol-Rogner-Platz 7,Gardelegen,H
Ursula,Seip-trapp,1982-12-20,1982,F,67424,doerschnerursel@aol.de,+49(0) 450645853,Keudelring 1/3,Dachau,U
Käte,Bonbach,1984-11-20,1984,F,56770,ofreudenberger@googlemail.com,,Slawomir-Flantz-Ring 697,Seelow,K
Margitat,Nohlamns,1942-04-18,1942,F,50298,,0413124518,Mudeweg 6,Goslar,M
Mara,Gutknecht,1983-03-11,1983,F,42510,iwan91@web.de,,Försterplatz 373,Sömmerda,M
Victoria,Kreusel-gehringer,2000-08-10,2000,F,75640,lothar92@web.de,+49(0)1155 24975,Hendriksring 32,Lübz,V
Ljiljana,Gröttner-dörschner,1947-12-16,1947,F,44535,zenonrudolph@gmx.de,,Höfigstraße 6/8,Kelheim,L
Viktor,Pergande,1978-07-20,1978,,01334,kargesara@yahoo.de,04932 35894,Hanno-Harloff-Allee 82,Wunsiedel,V
,Lange,1914-12-07,1914,M,68451,heincarin@gmx.de,09977 436627,Hettnerweg 06,Ebermannstadt,H
,Klapp,2010-04-26,2010,F,17176,stolzehanne-lor@eweb.de,01247 312900,Gunpfallee 6,Grevesmühlen,G
Ibrahim,Haase,1995-05-04,1995,M,23022,xhahn@hotmail.de,+49 (0) 5497 187337,Möchlichenallee 85,Lörrach,I
Katherina,Nerger,2018-07-28,2018,F,32040,khuebel@hotmail.de,04585 46318,Margrafallee 54,Starnberg,K
Jann,Geißler,1972-03-18,1972,M,58684,jovansoeding@web.de,05603 530883,Maurizio-Stroh-Weg 05,Erding,J
Bernward,Säuberlich Beng,1924-08-31,1924,M,79130,vanessaconradi@aol.de,+49(0) 454370784,,Großenhain,B
Miguel,Säuberlihc,1945-12-26,1945,,58225,majabender@gmail.com,+490() 715012321,Lukas-Bärer-Gasse 5,Sonneberg,M
Helena,Patberg,1919-03-08,1919,F,80370,wesackhueseyin@yahoo.de,+49 (0) 2984 941911,Schmidtring 0,Neustadt am Rübenberge,H
Christel,Jäkel-mohaupt,1971-02-02,1971,F,14196,ruppersbergertheodor@aol.de,05252 031145,Seifertstraße 026,Kemnath,C
,Wulff,1926-01-11,1926,M,21083,isabel36@aol.de,08407 856861,Sybilla-Renner-Platz 6,Mainburg,S
Dorel,Heinrich,1984-02-13,1984,F,42377,waehnerilij@agmail.com,+49(0)6449 97763,Susi-Zänker-Starße 42,Bautzen,D
Lina,Sorgatz,1950-07-23,1950,F,,annedore71@gmail.com,01047 703218,Simone-Grein Groth-Platz 3,Griesbach Rottal,L
Magdalene,Nohlmans,1950-06-19,1950,F,73615,gertikrebs@googlemail.com,04213 00392,Fechnerweg 367,Miltenberg,M
Amelie,Barth,1943-07-13,1943,F,72317,hans-dhande@web.de,,Curt-Striebitz-Straße 9,Rothenburg ob der Tauber,A
Marianne,Mude,1954-08-06,1954,F,99666,stanislaw63@aol.de,(01600) 18269,Tim-Nohlmans-Ring 519,Oranienburg,M
Katalin,Römer,2022-03-17,2022,F,32977,monatrueb@hotmail.de,0854 460348,Frauke-Meister-Platz 4,Biedenkopf,K
Karl-josef,Stoll,1934-11-10,1934,M,04240,sarah79@googlemail.com,09351 24515,Hans Georg-Dobes-Weg 7,,K
Burkhard,Klozt,1911-01-25,1911,M,44497,emangold@hotmail.de,0719247519,Möchlichenweg 441,Husum,B
Constance,Rudolph,1934-11-07,1934,F,,vitali03@hotmail.de,+49(0)8309669388,Liebeltstr. 0,Säckingen,C
eHide-marie,Börner,1993-03-29,1993,F,77956,ggrein-groth@web.de,(06360) 26835,Schmidtstr. 540,Hünfeld,H
Minna,Barkholz-fritsch,1928-10-01,1928,F,80776,uherrmann@hotmail.de,+49 (0) 5285 794044,Detlef-Pechel-Weg 3/2,Herford,M
Agnieszka,Geisel,1924-04-08,1924,F,60417,akoester@web.de,06460 534419,Anette-Finke-Weg 1,Nauen,A
Editha,Rörricht,1966-01-20,1966,F,89209,birthe24@aol.de,08709650781,Misicherstraße 79,Eisleben,E
Ursula,,1922-05-05,1922,F,63989,xsuessebier@yahoo.de,+49 (0) 7905 584062,Miesgasse 94,Hammelburg,U
Eckhard,Scheibe,1960-06-16,1960,M,00019,mudestefan@gmx.de,+49(0)9662 84197,Ibrahim-Wagner-Platz 4,Dinslaken,E
Hans,Jörg Seifert,1917-09-30,1917,M,39225,geiselanni@aol.de,05253 00178,Rose-Roht-Ring 4/8,Heiligenstadt,H
,Jacob,1925-08-09,1925,F,94167,nerminmuelichen@web.de,+49(0)9950 339666,Klaudia-Linke-Gasse 9,Höxter,C
Irmengard,Juncken,1977-08-31,1977,F,95066,nicolaus53@yahoo.de,+49(0)9581 502968,Balthasar-Hettner-Allee 079,Eisleben,I
Elzbieta,Weimer-rosemann,2022-02-07,2022,F,46030,vittorioraedel@gmail.com,+49(0)3637 73592,Dieter-Gute-Straße 260,Tecklenburg,E
Hans-helmut,Hethur,1918-04-11,1918,M,96874,nweller@googlemail.com,(08344) 89317,Ilja-Mosemann-Gasse 159,Uezlen,H
Marijan,Junk,2023-12-14,2023,M,42183,wscholtz@googlemail.com,,Henning-Schomber-Ring 2,Rehau,M
Mahmut,Rust,1963-06-24,1963,M,98305,schoenlandalois@googlemail.com,,Süßebierstr. 8,Naila,M
Aneta,,1996-08-05,1996,F,45702,hethurgertraude@googlemail.com,0236026187,Buchholzgasse 50,uGben,A
Marica,Holsten,1998-10-24,1998,F,12122,kreinkarl-heinz@aol.de,09815 623322,Gehringerweg 32,Weißenfels,M
Delia,Mühle,2016-09-09,2016,,21592,pnimeeier@web.de,(03883) 632230,Gisela-Fechner-Platz 290,Wurzen,D
Anastasia,Stoll-hartung,1923-11-26,1923,F,94584,ilija87@googlemail.com,(07584) 80130,Hans-Michael-Etzler-Straße 61,Malchin,A
Erol,Hornich,1998-08-06,1998,M,89940,pfranke@gmail.com,01566 582144,Dippelgasse 1,Olpe,E
Sibilla,Ullmann,2019-02-27,2019,F,89775,pthies@gmail.com,,Schollstr. 98,,S
Birgid,Röhrdanz,1955-10-12,1955,F,13528,marlis03@aol.de,(08144) 214966,,Hechingen,B
Ioannis,Heser-hänel,2006-12-03,2006,M,67660,rognertherese@googlemail.com,,aMrgrafstr. 8,Witzenhausen,I
Damaris,Putz,1965-01-18,1965,F,53698,dorotajuettner@web.de,+49(0)7894 934962,Speerallee 052,Tuttlingen,D
Heinz-peter,Zobel,1938-12-16,1938,M,69803,ymentzel@web.de,+49(0)5161040533,Schleichweg 776,Staffelstein,H
Elmar,Reinhardt,1917-06-24,1917,M,95944,heuserhenning@gmx.de,+49 (0) 2288 339376,,Merseburg,E
Mato,Dörschner Beng,1947-11-18,1947,M,,mkaester@hotmail.de,03495500760,Natali-Kensy-Ring 8/6,Senbitz,M
Mike,Herrmann,2009-11-21,2009,M,33825,dorismoechlichen@gmail.com,0003451000,Pieperring 682,Donaueschingen,M
Burckhard,Dehmel,1916-01-26,1916,M,41692,dkostolzin@aol.de,+49(0) 800717602,Adlerstr. 4/4,Freital,B
Justine,Weinhage,1973-06-25,1973,F,04104,edelgard69@gmx.de,03030 419472,Horst-Peter-Bachmann-Ring 409,Husum,J
Milan,Wieloch,1989-11-01,1989,M,34492,,06205 900038,Kühnertring 3,Grafenau,M
Grit,Löffler-noack,1950-01-05,1950,F,62476,gierschnerurs@googlemail.com,+49(0)5921 056895,Ehlertallee 9/2,Roding,G
Kirstin,Spieß,1986-12-07,1986,F,89529,gisbertgnatz@aol.de,01081640598,Wulfplatz 87,Fürstenwalde,K
Eveline,Steuer,1975-08-20,1975,F,86813,hoerlegotthold@googlemail.com,+49(0)5476 21442,Linkering 5,Düren,E
Hildegard,Ebert-klotz,1959-03-09,1959,F,95340,donatastoll@hotmail.de,0085093784,Fechnerplatz 8,Kitzingen,H
Sibylla,,1913-01-09,1913,F,96049,katy73@gmail.com,+49(0)5483 79486,,Rostock,S
Yvette,,2012-11-23,2012,F,64202,zoestrovsky@web.de,+49(0)9919 897038,Drubinalele 1,Bruchsal,Y
Helmar,Wieloch-ditschlerin,1925-06-08,1925,M,88779,,09196720252,Leonid-Lübs-Gasse 19,Hohenstein-Ernstthal,H
Till,,1992-03-07,1992,M,94969,herwig58@hotmail.de,(02214) 45002,Schottinring 4/1,Gräfenhainichen,T
Detlev,Pölitz,1999-01-31,1999,M,50760,hannyjacob@googlemail.com,(06794) 89314,Hiltrud-Hertrampf-Allee 225,Ebermannstadt,D
Hasan,Ehlert,2021-10-17,2021,M,62544,zring@aol.de,+49(0)9975 08011,Schusterstr. 155,Hannover,H
Cosima,Carsten,1910-10-21,1910,F,71665,rbaerer@aol.de,+49(0) 668256054,Hildegunde-Blümel-Weg 3/7,Hechingen,C
Hülya,Klemt,1997-05-07,1997,F,32588,cindyetzold@hotmail.de,+49(0)0481 08809,Daniele-Heintze-Platz 362,Heinsberg,H
Enver,,1981-12-19,1981,M,27526,zconradi@gmx.de,+49(0) 389402967,Oswald-Bohnbach-Ring 256,Plauen,E
Sylvia,Nerger,1940-07-23,1940,F,29829,ghenschel@yahoo.de,01873 68058,Urszula-Nerger-Platz 6,Ahaus,S
Zbigniew,Rudolph,2000-10-23,2000,M,05898,valentin95@web.de,+49(0)3472 513472,Sölzerstraße 74,Biedenkopf,Z
Nadja,Eberhardt,2019-10-19,2019,F,61844,ester33@web.de,+49(0)7861 824488,Ziegertalele 2,Greiz,N
Hanne-lore,Bohlander,1925-03-17,1925,F,08923,gedra47@googlemail.com,+49(0)7418 843799,Kostolzinplatz 28,Pirmasens,H
Marian,Etzold,1936-12-27,1936,M,45692,karl-hermanngnatz@gmail.com,(00256) 56694,Silvester-Jähn-Weg 278,Anklam,M
Valeria,Rosemann,1978-04-28,1978,F,55404,arnulfhermighauesn@aol.de,,Monja-Bolander-Gasse 0,Eckernförde,V
,Hofmann,1943-04-02,1943,M,89370,gudulakaester@gmail.com,(09779) 76535,Sönke-Kallert-Straße 4/5,Scheinefld,E
Jacob,Köster,1987-02-12,1987,M,87868,woestrovsky@web.de,(08943) 373968,Tlusetkplatz 2/2,Biedenkopf,J
Leopoldine,Hering,1984-08-06,1984,F,39982,wilfried65@gmx.de,+49 (0) 4792 720872,Jäkelstraße 89,Göppingen,L
Bernhardine,Heintze,1985-04-29,1985,F,66007,karinakoester@hotmail.de,+49 (0) 2009 288419,Viktor-Adolph-Gasse 2/5,,B
,Stolze,1982-12-05,1982,F,66184,nasernancy@gmx.de,+49(0)3350207463,Ekaterina-Röhrdanz-Allee 188,Eilenbugr,B
Hidla,,1933-04-04,1933,F,21742,sieringsusana@gmx.de,+49(0)0208 65698,Hanny-Reising-Straße 2,Dieburg,H
Carsten,Langern,1933-09-22,1933,M,38749,hans-walterpergande@aol.de,,Haeringring 31,Osterburg,C
Ella,Römer,1958-01-10,1958,F,04485,ysaeuberlich@aol.de,+49(0)3181586355,Nicole-Reuter-Weg 8/6,Dinslaken,E
rKistian,Atzler-segebahn,1983-06-28,1983,M,24251,juliana44@aol.de,(07318) 013073,Oderwaldplatz 8,Rastatt,K
Luis,Segebahn,1958-04-27,1958,M,29384,heinricherika@googlemail.com,,van der Dussengasse 2/3,,L
Amelie,Linke,1937-09-27,1937,F,69616,pascale74@gmx.de,0983941995,Bergerstraße 5,Fulda,A
Sibel,Schleich,1941-06-11,1941,F,57019,yroskoth@web.de,02743 817856,Carola-Wende-Weg 717,Rostock,S
Friedrich-karl,Gotthard,1973-06-07,1973,M,71613,iad81@googlemail.com,+49(0)4761 07149,Alexander-van der Dussen-Gasse 051,Bad Langensalza,F
Irmhild,Kade,2025-04-10,2025,F,83520,marybuchholz@hotmail.de,+49(0) 446050757,Mato-Karge-Weg 9,Mellrichstadt,I
Krzysztof,Schacht,1927-02-06,1927,M,71211,sergiogierschner@yahoo.de,0297642048,,Hünfeld,K
Theo,Naser,1949-08-24,1949,M,06690,ilja40@gmx.de,(09244) 12371,Trübstr. 3/7,Regen,T
Gretl,Hentschel,1945-09-08,1945,F,20105,anne-kathrinhamann@aol.de,+49(0) 222235154,Gerald-Hendriks-Allee 7/0,,G
Tamara,Beer,1940-11-01,1940,F,83231,cschmiedt@hotmail.de,(06874) 783623,Marleen-Weihmann-Straße 8,Merseburg,T
Calra,Schlosser,1977-07-21,1977,F,44844,jovan28@aol.de,07170 68772,Ottostraße 29,Fürstenfeldbruck,C
Christina,Mangold,1996-10-17,1996,F,77322,wirthmaurice@gmx.de,+49(0)2052559976,Yilmaz-Christoph-Platz 716,Nürtingen,C
Käte,Zobel-metz,1961-11-16,1961,F,,reisingleonid@gmx.de,+49(0)9285286435,Budiggasse 140,Biedenkopf,K
Damian,Ruppert,2021-10-22,2021,M,96917,hans-erich50@web.de,(00963) 85345,Etzoldstraße 6,Koblenz,D
uRpert,Ackermann,1945-11-25,1945,M,56444,iwona55@googlemail.com,+49(0) 877654476,Camilla-Misicher-Ring 4/6,Zossen,R
,Steuer,1994-07-08,1994,F,84025,larissa40@hotmail.de,02738633989,Döhnstr. 35,Rehau,L
Salvatore,Etzler-mülichen,2000-09-10,2000,M,81919,krausehueseyin@googlemail.com,(01051) 48139,Beckmannring 65,Euskirchen,S
Reinhart,Eimer,1976-05-24,1976,M,38605,theres13@gmx.de,(01599) 175778,Eimerweg 38,Viechtach,R
Michail,Bine,2018-03-20,2018,,92067,vogtcengiz@hotmail.de,+49 (0) 3208 386454,Alexandros-Geisler-Gasse 53,,M
Kriemhild,Staude,2006-07-28,2006,F,63389,sabinepaertzelt@hotmail.de,00135 607479,Sergei-Benthin-Weg 909,Duderstadt,K
Anja,Salz,2007-03-13,2007,F,60081,warmertilo@gmail.com,+49(0)3837 45368,Plathplat z72,,A
Urszula,Bauer,1990-08-06,1990,F,11684,hans-joergschleic@hgmx.de,+49(0)5141 165182,Traudel-Juncken-Allee 0,Rtahenow,U
Milica,Ebert-schinke,2022-10-19,2022,F,54870,qbenthin@aol.de,(03243) 34145,Schmidtkering 84,München,M
Ljudmila,Etzold-kobelt,2007-02-26,2007,F,42379,manuel60@yahoo.de,00762 376110,Stolzestr. 0/2,Scheinfeld,L
Anne-kathrin,Hübel,1988-10-10,1988,F,86821,dstadelmann@gmx.de,08788 696181,Junitzgasse 7/9,Geithain,A
Chantal,Schenk,1997-09-20,1997,F,16205,dhering@yahoo.de,+49(0)0777 317689,Lilija-Renner-Platz 7/4,Bischofswerda,C
Ursel,Wesack,1945-11-29,1945,F,21824,jasmin42@gmx.de,(06618) 375804,Istvan-Klapp-Platz 632,Pfaffenhofen an der Ilm,U
Meike,Steuer,1926-08-01,1926,F,99776,ibonbach@googlemail.com,,Heringweg 9,Stendal,M
Anthony,Geißler,1919-05-30,1919,M,37044,binnerfadime@aol.de,+49 (0) 1545 846156,Dörrgasse 473,Plauen,A
Franz,Josef Johann,1965-12-21,1965,M,20860,yaseminharloff@googlemail.com,+49 (0) 2982 913720,Alfred-Thanel-Ring 0,Donaueschingen,F
Theo,Henk,1957-07-22,1957,M,02445,fbaum@aol.de,,Miesplatz 435,Oschatz,T
Fritz,Grein Groth,1912-04-17,1912,M,29294,,+49 (0) 8973 103427,Kai-Uwe-Faust-Gasse 5/8,Calw,F
Salih,Zahn,1910-10-03,1910,M,11390,zimmertheresia@yahoo.de,0610667944,Gunpfgasse 134,Jena,S
,Zobel,1999-03-15,1999,F,81724,veronikadoerr@gmail.com,+49(0)1883 310725,Haaseweg 096,Melle,A
Anne,Etzold,1963-11-05,1963,F,88920,ladislaus02@googlemail.com,(09212) 56129,Sofie-Hein-Straße 0/9,Mainburg,A
,Mülichen-löffler,1917-03-23,1917,F,05841,hans-albertkarge@gmail.com,06128 98806,,Quedlinburg,I
Rainer,Karge,1998-08-20,1998,M,97417,drago94@gmail.com,06779 13901,Reuterstr. 2/0,Scheinfeld,R
Reni,Margraf-weimer,1988-08-31,1988,F,68280,hartmannwalfried@yahoo.de,+49(0)9797994994,Judith-Boucsein-Platz 9/9,Wittstock,R
Dorina,Löffler-gnatz,2014-02-28,2014,F,06887,segebahndiana@googlemail.com,05218 586131,Matthias-Röhricht-Ring 9/3,Marktheidenfeld,D
Linus,Radisch-drub,1995-08-08,1995,,08118,rdussen-van@gmx.de,03335217972,Mudering 284,Bad Freienwalde,L
Melanie,Franke,1970-12-21,1970,,03499,binnersiegmar@googlemail.com,,Ralph-Kohl-Weg 0/1,Merseburg,M
Hedi,Sorgatz-bien,2010-12-10,2010,F,32459,wsorgatz@gmx.de,05151 99942,Heide-Marie-Scheibe-Gasse 3/8,Soltau,H
Gertraude,Weitzel,1983-10-11,1983,F,23863,hoerlekatherina@gamil.com,+49(0)9315 22629,Christian-Heß-Straße 3,Hoyerswerda,G
,Hering,1928-05-15,1928,F,47601,holgermende@gmail.com,(00791) 747571,Krzysztof-Hiller-Straße 6,Neubrandenburg,R
Hans,Josef Jopich,1981-05-01,1981,M,51262,frankerainer@hotmail.de,0756878973,Cristina-Austermühle-Straße 134,,H
Anett,Beckmann,2010-08-01,2010,,64053,richard36@gmail.com,0372275683,Kohlplatz 9/0,Bogen,A
,Harloff,2014-11-14,2014,M,86170,hans-eberhardschmidt@web.de,+49(0) 262984908,Sophie-Eberth-Straße 013,Staffelstein,G
Hellmuth,Weihmann,1939-02-23,1939,M,88122,zplath@aol.de,+49(0)0970646632,Ruststr. 21,Emmendingen,H
Ferdinand,Weiß,1930-04-21,1930,M,16245,jehntschel@googlemail.com,+49(0)9021 12906,Gumprichring 5,Zerbst,F
Margrit,Schaaf,1927-09-10,1927,F,31971,udo98@gmail.com,(00386) 59597,Junkenweg 012,Marienberg,M
Rolf-dieter,Naser,1935-06-30,1935,M,67005,,(09504) 06171,Loretta-Eckbauer-Ring 9,Illertissen,R
Joseph,Ehlert-sauer,1930-02-23,1930,M,,philippdobes@gmail.com,+49(0) 612847263,Emine-Koch-Weg 2,Perleberg,J
Theodoros,Gorlitz-sorgatz,1976-02-12,1976,M,20513,,+49 (0) 5753 374179,Alexej-Ebert-Gasse 74,Hainichen,T
Gislined,Benthin,1986-03-05,1986,F,30883,,0254528005,Ackermannweg 4,Augsburg,G
Lisbeth,Staude,1930-09-04,1930,F,07644,hahnhilda@gmx.de,05132675481,Eimergasse 017,Erfurt,L
Ernest,Höfig,1959-05-14,1959,M,37245,antonios11@web.de,00340 77230,Katerina-Steuer-Platz 57,Gießen,E
Roger,Schmidtek,1959-06-18,1959,M,62155,reinhild32@gmail.com,+49(0)3413491844,Gierschnerring 2,Nauen,R
Amelie,Mülichen,1950-07-04,1950,F,91966,cfliegner@hotmail.de,(07878) 95636,Goran-Blümel-Gasse 0,Bad Leibenwerda,A
Hans-otto,Sorgatz Beng,1923-07-24,1923,M,27075,ufritsch@gmx.de,+49(0)5213 12939,Holstenplatz 0/0,Ebermannstadt,H
Jasmin,Oestrovsky,1957-01-26,1957,F,78364,fatma47@yahoo.de,02846 68842,Jane-Liebelt-Gasse 18,Saulgau,J
Steven,,1949-07-16,1949,M,62977,,+49 (0) 2257 772519,Fritschstr. 681,Perlebegr,S
Silvester,Faust,1945-11-09,1945,M,25940,heidiseifert@web.de,+49(0)7672213396,Mentzelgasse 268,Nabburg,S
Gerhard,Fritsch,2022-03-12,2022,M,18477,jacobfrederike@hotmail.de,,Tobias-Zirme-Straße 6/4,Melle,G
Grit,Scholz,1942-08-05,1942,F,42197,nurettingierschner@web.de,+49 (0) 4607 104720,Fauststraße 9,Kumlbach,G
Jorge,Roskoth,1937-09-30,1937,M,,wiltrudjacob@gmail.com,03896 18017,Zobelgasse 72,Finsterwalde,J
Katerina,Roht-vogt,1984-09-04,1984,F,62879,ernstfelicitas@gmail.com,+49(0)8704 911013,Janos-Hübel-Straße 21,Wanzleben,K
,Kusch Beng,2012-05-20,2012,M,71098,schweitzerkaethi@gmail.com,+49 (0) 1426 926532,Tintzmannstraße 565,,G
Leo,,1954-02-12,1954,M,97251,otfriedhendriks@web.de,09556 360563,Rosenowgasse 61,Wolfach,L
Karl-georg,tSiffel,1940-09-09,1940,M,59300,stolldajana@web.de,,Löwergasse 156,Beeskow,K
Mike,Jockel,1983-07-04,1983,M,15943,tschulz@gmx.de,09630694066,Elias-Hentschel-Gasse 8,Sankt Goar,M
Tania,Kuhl,2020-01-12,2020,F,14699,deliastaude@yahoo.de,(03535) 137067,Ernst-August-Jüttner-Straße 34,Augsburg,T
Gitta,Hettner,1954-02-18,1954,F,57389,conradsteinberg@gmx.de,+49(0) 069581775,Heßring 7/1,Klötze,G
Ortrud,Junitz,1998-05-19,1998,F,02713,kurt10@gmx.de,+49(0)7092 99276,Schombergasse 45,Gunzenhausen,O
Marc,Wilms,2023-10-04,2023,M,,pladeck@yahoo.de,+49(0) 743730752,Paul-Heinz-Beier-Weg 834,Neubrandenburg,M
Helmtrud,,1968-03-28,1968,F,50425,jeberhardt@yahoo.de,02899 72550,Dietzallee 255,,H
Kerstin,Lindau-kabus,1980-03-27,1980,F,34441,ugierschner@web.de,05645 728897,Almuth-Vogt-Platz 8/7,Belzig,K
Dorota,Pieper,1968-10-30,1968,F,17511,thorbenlange@gmx.de,02164 44962,Vogtweg 668,Witzenhausen,D
Konstantinos,Weimer,1921-02-08,1921,M,10020,solveig63@googlemail.com,(05218) 440804,Josip-Adler-Gasse 0,,K
Nina,Holsten,1918-03-22,1918,F,86712,krebshenrike@gmail.com,+49(04)189 519299,Fechnergasse 4/4,Miesbach,N
Friedlinde,Seidel,1913-05-30,1913,F,24193,sophiawirth@gmx.de,+49(0)6200586170,Stadelmannstraße 3/8,Garmisch-Partenkirchen,F
Muzaffer,Gnatz,1956-12-19,1956,M,73925,svetlanaweimer@aol.de,+49(0)1528 244893,Sepp-Staude-Straße 66,Duderstadt,M
Gert,Scholz-hethur,1943-04-12,1943,M,52525,vthanel@aol.de,05629 57256,Gertraud-Trupp-Platz 7/6,Tübingen,G
Ibrahim,Weihmann,2016-02-29,2016,M,79619,ujunck@aol.de,,Nergerallee 890,Wolfach,I
Bertram,Hövel,1971-03-13,1971,M,40559,ibrahim66@gmail.com,,Matthäiallee 732,Kamenz,B
Diethelm,Gorlitz,1959-09-22,1959,M,89724,kaulhans-heinrich@yahoo.de,+49(0)2972626788,Schomberstraße 3,,D
Konstanze,,1998-11-14,1998,F,,stefan90@aol.de,+49(0)6272485563,Anka-Kaul-Ring 821,Bad Brückenau,K
Meinhard,Löffler,1948-11-22,1948,M,45630,caterina16@googlemail.com,+49 (0) 6140 881961,Rosa-Maria-Johann-Gasse 319,Schlüchtern,M
Lieselotte,Löffler,1984-08-05,1984,F,46991,,+49(0) 369016557,Henschelgasse 26,Paderborn,L
Babette,Krein,1952-02-04,1952,F,55675,riehlamelie@hotmail.de,00316 406609,Trappplatz 368,Quedlinburg,B
Katarina,Jockel-mohaupt,2024-01-12,2024,,97241,tstey@googlemail.com,(02839) 796130,Christin-Peukert-Platz 5/5,Augsburg,K
Emma,Renner,1936-01-18,1936,F,17074,gebhard81@googlemail.com,0315152162,Wendestr. 06,Zschopau,E
Ute,Wagenknecht,2001-03-30,2001,F,37643,domenico55@hotmail.de,+49 (0) 2278 464294,Thiesplatz 4/8,Mainburg,U
Zoran,Conradi,1993-01-22,1993,M,05208,scaspar@hotmail.de,+49(0) 853574488,Möchlichenweg 00,Naila,Z
lAma,Jockel,1921-12-29,1921,F,11469,seifertanatol@hotmail.de,+49 (0) 1783 659967,Anita-Mangold-Ring 385,Staßfurt,A
Lotte,Bohnbach,2001-10-06,2001,F,,stumpfrosl@aol.de,(05309) 89205,,Emmendingen,L
Gülsen,Lehmann,1991-01-13,1991,F,76791,muetz@gmail.com,+49 (0) 5392 405399,Krokerring 008,Dresden,G
Lars,Siering-pohl,1964-08-27,1964,M,44175,magdalenaschleich@yahoo.de,+49(0)6888070641,Dobesring 765,Marktheidenfeld,L
